# Requirement-to-test traceability matrix. Owned by DOC-16 section 16; format per DOC-00 section 8.3.
# Generated by tools/generate_matrix.py from _traceability/requirements.csv and the source tree.
#
# Three cell values, because a blank and a gap are different things:
#   <value>          the artifact, cited by requirement identifier in the source
#   N/A (reason)     the requirement owes no artifact: superseded, or verified by a
#                    method that produces no code (design inspection, demonstration,
#                    code review, architecture review, penetration test)
#   MISSING (reason) no artifact of that kind cites the requirement -- this is a GAP.
#                    Some requirements legitimately need no table and no endpoint, which is
#                    why only the test_case_id column feeds a release gate. This tool cannot
#                    tell the two apart, and says MISSING rather than guessing N/A.
#
# Evidence is a requirement identifier cited in source. That means somebody wrote the
# identifier next to the code; it is coverage, not conformance.
#
# 'Passing' is per test CLASS, from the JUnit XML: Gradle writes @DisplayName into the
# name attribute, so the method name is absent from the results. A @Disabled method is
# detected in source and never counted as passing.
#
# Release gates: see _traceability/GAPS.md.
requirement_id,owning_doc,design_ref,schema_ref,api_ref,test_case_id,verification_method,status,notes
CON-PLT-025,DOC-02,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-026,DOC-02,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-027,DOC-02,Runbook,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-028,DOC-02,Measure; SbomCoverageState,"risk_score (table, V008__risk_and_service_levels.sql); rm_posture_aggregate (table, V012__read_models.sql)",N/A (verified by document inspection; no code artifact is owed),HonestyAssertionTest#coverageAndFreshnessRendered,DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-029,DOC-02,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-030,DOC-02,TenantBoundWork,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-031,DOC-02,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-032,DOC-02,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-033,DOC-02,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-034,DOC-02,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-035,DOC-02,TenantContextHolder,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),FailClosedTest#contextDoesNotOutliveItsScope,DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-036,DOC-02,JdbcTenantScopedAccess; TenantContextHolder; TenantScopedAccess,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),KernelGateTest#<class-level citation>; KernelGateTest#dataAccessOnlyThroughTheGate,DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-037,DOC-02,AuthorizedQuery; JdbcTenantScopedAccess; ScopeResolvingAuthorizationGate,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),DenyByDefaultTest#denialProducesNoKey; KernelGateTest#<class-level citation>; KernelGateTest#onlyAuthorizationKernelMintsTheKey; +2 more,DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-038,DOC-02,ScopePredicate,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-039,DOC-02,DirectInfrastructureClientAccess,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-040,DOC-02,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-041,DOC-02,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-042,DOC-02,DomainEvent,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-043,DOC-02,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-044,DOC-02,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-045,DOC-02,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-PLT-046,DOC-02,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-SEC-001,DOC-01,N/A (verified by document inspection; no code artifact is owed),"principal (table, V015__identity_and_access.sql)",N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-SEC-002,DOC-01,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
CON-UIX-001,DOC-01,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
INT-UIX-001,DOC-08,PipelineGate,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),InterfaceTest#check,AUTOMATED_TEST|MANUAL_TEST,Active,priority MUST_HAVE
INT-UIX-002,DOC-08,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|MANUAL_TEST,Active,priority MUST_HAVE
INT-UIX-003,DOC-08,DataTable; DesignSystem; Page; +1 more,N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no code artifact is owed),InterfaceTest#landmarksArePresent; OperationManifestTest#writeManifest,MANUAL_TEST,Active,priority MUST_HAVE
INT-UIX-004,DOC-08,AuthLayout; DesignSystem; Page,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),InterfaceTest#zoomIsNotDisabled; OperationManifestTest#writeManifest,AUTOMATED_TEST|MANUAL_TEST,Active,priority MUST_HAVE
INT-UIX-005,DOC-08,N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no automated test is owed),MANUAL_TEST,Active,priority MUST_HAVE
INT-UIX-006,DOC-08,Chart; DesignSystem,N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no automated test is owed),MANUAL_TEST,Active,priority MUST_HAVE
INT-UIX-007,DOC-08,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|MANUAL_TEST,Active,priority MUST_HAVE
INT-UIX-008,DOC-08,Chart; Messages; StateRenderer; +1 more,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),InterfaceTest#<class-level citation>; InterfaceTest#pluralsSelect; InterfaceTest#sentencesAreWholeMessages,AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
INT-UIX-009,DOC-08,Messages,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),InterfaceTest#<class-level citation>; InterfaceTest#pseudoLocalizationIsABuildGate,AUTOMATED_TEST,Active,priority MUST_HAVE
INT-UIX-010,DOC-08,DataTable; InterfaceResource; Messages,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
INT-UIX-011,DOC-08,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),InterfaceTest#documentDeclaresLanguage,AUTOMATED_TEST,Active,priority MUST_HAVE
INT-UIX-012,DOC-08,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
INT-UIX-013,DOC-08,DataTable,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
LIC-PLT-001,DOC-01,"N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no automated test is owed)",DEMONSTRATION,Active,priority MUST_HAVE
LIC-PLT-002,DOC-01,ParticipantRole,"work_item_participant (table, V009__work_management.sql)",MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
LIC-PLT-003,DOC-01,DenialReason,"tenant (table, V001__tenant_context_and_enforcement.sql)",MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
LIC-PLT-004,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
LIC-PLT-005,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
LIC-PLT-006,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
LIC-PLT-007,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
LIC-PLT-008,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority SHOULD_HAVE
LIC-PLT-009,DOC-01,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority SHOULD_HAVE
LIC-PLT-010,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
NFR-AIC-001,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
